PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2014 Man;2014 Vrouw;2015 Man;2015 Vrouw;2016 Man;2016 Vrouw;2017 Man;2017 Vrouw;2018 Man;2018 Vrouw 
Utrecht;344;UTRECHT;reguliere inst.;associate degree;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);80031;Ad Eventmanager;voltijd onderwijs;associate degree;78;178;47;91;26;40;11;15;36;66
Utrecht;344;UTRECHT;reguliere inst.;associate degree;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);80032;Ad Intercedent;voltijd onderwijs;associate degree;0;1;0;1;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;associate degree;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);80094;Ad Business Management;voltijd onderwijs;associate degree;5;3;1;1;0;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;associate degree;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);80030;Ad Schrijftolk;voltijd onderwijs;associate degree;0;52;3;51;3;40;5;42;6;37
Utrecht;344;UTRECHT;reguliere inst.;associate degree;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);80051;Ad Onderwijsondersteuner Techniek;deeltijd onderwijs;associate degree;5;0;2;0;1;0;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;associate degree;25DW;Hogeschool Utrecht;onderwijs;n.v.t. (onderwijs);80060;Ad Onderwijsondersteuner Omgangskunde;deeltijd onderwijs;associate degree;6;6;4;5;4;4;1;2;0;0
Utrecht;344;UTRECHT;reguliere inst.;associate degree;25DW;Hogeschool Utrecht;techniek;n.v.t. (techniek);80005;Ad Chemische Technologie;duaal onderwijs;associate degree;33;2;18;0;13;0;9;0;1;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;economie;n.v.t. (economie);34951;B Kunst en Economie;voltijd onderwijs;bachelor;185;345;179;321;179;352;160;336;130;322
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;economie;n.v.t. (economie);34951;B Kunst en Economie;voltijd onderwijs;propedeuse bachelor;118;211;101;238;123;214;85;202;86;215
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;onderwijs;lerarenopleidingen op het gebied van de kunst;34745;B Docent Theater;voltijd onderwijs;bachelor;5;16;3;20;8;18;11;20;13;26
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;onderwijs;lerarenopleidingen op het gebied van de kunst;34745;B Docent Theater;voltijd onderwijs;propedeuse bachelor;6;15;12;15;8;18;8;23;10;18
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;deeltijd onderwijs;bachelor;15;33;16;29;14;36;8;21;4;18
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;deeltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;7;18;9;15
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;voltijd onderwijs;bachelor;15;74;15;86;14;74;15;66;13;55
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;voltijd onderwijs;propedeuse bachelor;9;44;5;38;9;39;8;48;7;57
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;onderwijs;lerarenopleidingen op het gebied van de kunst;39112;B Docent Muziek;voltijd onderwijs;bachelor;17;43;22;39;17;36;13;40;14;36
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;onderwijs;lerarenopleidingen op het gebied van de kunst;39112;B Docent Muziek;voltijd onderwijs;propedeuse bachelor;9;12;5;14;6;15;13;13;15;11
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;bachelor;204;98;230;87;220;83;215;74;218;90
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;propedeuse bachelor;140;45;134;51;140;58;168;75;172;68
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;taal en cultuur;opleidingen op het gebied van de kunst;34860;B Theater;voltijd onderwijs;bachelor;30;42;25;51;29;66;37;74;41;75
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;taal en cultuur;opleidingen op het gebied van de kunst;34860;B Theater;voltijd onderwijs;propedeuse bachelor;24;53;34;54;35;42;23;42;23;46
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;voltijd onderwijs;bachelor;49;61;34;62;29;63;27;65;23;67
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;voltijd onderwijs;propedeuse bachelor;21;47;17;44;21;45;14;53;21;52
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;bachelor;330;475;333;477;312;472;286;449;272;460
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;propedeuse bachelor;184;269;166;247;183;250;186;301;179;308
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;techniek;n.v.t. (techniek);30036;B Creative Media and Game Technologies;voltijd onderwijs;bachelor;241;46;231;65;205;68;177;81;168;86
Utrecht;344;UTRECHT;reguliere inst.;bachelor;00MF;Hogeschool voor de Kunsten Utrecht;techniek;n.v.t. (techniek);30036;B Creative Media and Game Technologies;voltijd onderwijs;propedeuse bachelor;151;55;106;45;125;67;138;64;147;73
Utrecht;344;UTRECHT;reguliere inst.;bachelor;10IZ;Marnix Academie;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;bachelor;44;162;47;158;39;132;21;112;14;52
Utrecht;344;UTRECHT;reguliere inst.;bachelor;10IZ;Marnix Academie;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;propedeuse bachelor;18;54;12;45;20;82;30;131;47;224
Utrecht;344;UTRECHT;reguliere inst.;bachelor;10IZ;Marnix Academie;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;bachelor;79;543;88;519;101;561;102;536;96;456
Utrecht;344;UTRECHT;reguliere inst.;bachelor;10IZ;Marnix Academie;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;propedeuse bachelor;110;403;89;322;77;260;96;261;113;297
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;bachelor;248;188;277;178;308;191;314;229;287;254
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;propedeuse bachelor;386;227;437;279;351;245;358;278;371;256
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;bachelor;55;30;55;34;56;26;51;28;55;25
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;propedeuse bachelor;42;22;34;16;36;23;35;19;42;26
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;bachelor;292;143;308;153;299;164;288;176;342;179
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;propedeuse bachelor;414;186;405;184;381;191;471;188;463;173
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;bachelor;40;12;41;8;37;8;37;9;33;5
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;propedeuse bachelor;22;5;23;6;17;4;17;4;28;5
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34402;B Commerciele Economie;duaal onderwijs;bachelor;11;2;15;4;21;7;18;7;20;5
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34402;B Commerciele Economie;duaal onderwijs;propedeuse bachelor;32;12;24;12;12;8;22;6;20;7
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;bachelor;383;156;372;177;367;165;337;163;367;151
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;propedeuse bachelor;395;140;397;126;378;117;394;129;359;138
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;bachelor;25;45;25;52;23;52;18;58;18;54
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;propedeuse bachelor;8;27;8;21;9;24;10;14;12;12
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;bachelor;113;314;116;309;111;289;119;288;114;276
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;propedeuse bachelor;80;167;116;153;92;175;107;202;77;191
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34406;B Accountancy;duaal onderwijs;bachelor;21;14;27;18;27;20;18;24;22;17
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34406;B Accountancy;duaal onderwijs;propedeuse bachelor;27;14;23;11;11;5;22;5;14;9
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;bachelor;139;47;144;43;133;39;108;39;103;39
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;propedeuse bachelor;106;39;105;31;97;34;118;47;134;42
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;bachelor;53;99;49;76;40;74;35;70;36;81
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;propedeuse bachelor;59;72;60;89;59;78;58;84;39;49
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34686;B Journalistiek;voltijd onderwijs;bachelor;261;398;255;402;221;401;232;394;205;343
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);34686;B Journalistiek;voltijd onderwijs;propedeuse bachelor;240;265;227;312;213;309;146;228;131;212
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;bachelor;367;480;379;560;386;580;335;539;266;459
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;propedeuse bachelor;327;428;284;372;204;299;132;287;174;374
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);35517;B Finance, Tax and Advice;voltijd onderwijs;bachelor;31;14;33;15;38;16;49;17;63;17
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);35517;B Finance, Tax and Advice;voltijd onderwijs;propedeuse bachelor;46;19;73;16;77;28;61;20;73;24
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;bachelor;29;17;30;12;28;9;31;15;32;14
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;propedeuse bachelor;30;10;22;10;21;10;23;5;31;6
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;bachelor;200;70;212;71;229;57;228;53;206;59
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;propedeuse bachelor;235;55;212;32;222;53;204;64;193;61
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);35522;B Logistics Management;voltijd onderwijs;bachelor;48;12;56;10;62;10;61;10;63;13
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);35522;B Logistics Management;voltijd onderwijs;propedeuse bachelor;90;11;83;13;92;13;89;19;97;13
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;bachelor;156;37;139;38;116;31;103;32;96;33
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;propedeuse bachelor;110;24;110;35;117;30;99;26;111;27
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;bachelor;108;92;93;68;74;58;55;63;43;56
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;propedeuse bachelor;33;29;21;25;24;38;25;35;31;47
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;bachelor;156;329;167;350;150;333;155;309;136;325
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;propedeuse bachelor;168;276;136;235;173;320;195;342;191;320
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;bachelor;43;93;32;65;31;59;44;58;35;58
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;propedeuse bachelor;20;29;18;34;22;32;34;62;39;103
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;bachelor;9;12;7;5;4;4;0;0;0;0
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;bachelor;236;1007;235;1054;277;1089;274;931;250;852
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;propedeuse bachelor;290;890;255;685;214;564;194;522;157;442
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34609;B Human Resource Management;deeltijd onderwijs;bachelor;20;52;16;47;14;35;10;19;10;21
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34609;B Human Resource Management;deeltijd onderwijs;propedeuse bachelor;5;24;4;12;2;5;10;21;11;34
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34609;B Human Resource Management;voltijd onderwijs;bachelor;152;325;164;318;182;325;183;284;158;243
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34609;B Human Resource Management;voltijd onderwijs;propedeuse bachelor;153;218;142;204;150;208;131;187;117;204
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34641;B Sociaal-Juridische Dienstverlening;deeltijd onderwijs;bachelor;9;26;8;26;8;28;8;29;7;37
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34641;B Sociaal-Juridische Dienstverlening;deeltijd onderwijs;propedeuse bachelor;8;22;6;18;7;23;11;37;7;31
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34641;B Sociaal-Juridische Dienstverlening;voltijd onderwijs;bachelor;63;276;63;372;63;400;49;390;54;393
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34641;B Sociaal-Juridische Dienstverlening;voltijd onderwijs;propedeuse bachelor;83;386;35;231;54;242;58;257;61;236
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34644;B Vaktherapie;deeltijd onderwijs;bachelor;7;23;7;14;5;14;3;8;2;7
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34644;B Vaktherapie;deeltijd onderwijs;propedeuse bachelor;2;4;0;6;1;2;0;6;1;8
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34644;B Vaktherapie;voltijd onderwijs;bachelor;13;125;12;118;10;119;11;122;13;127
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34644;B Vaktherapie;voltijd onderwijs;propedeuse bachelor;14;101;7;75;8;55;10;77;13;60
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;bachelor;11;116;8;96;9;75;7;71;6;69
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;propedeuse bachelor;3;19;3;25;3;37;4;44;7;62
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;bachelor;21;475;24;506;23;513;28;500;26;458
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;propedeuse bachelor;21;259;17;210;8;179;10;194;24;209
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);39268;B Integrale Veiligheidskunde;deeltijd onderwijs;bachelor;50;12;38;9;36;8;41;8;34;6
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);39268;B Integrale Veiligheidskunde;deeltijd onderwijs;propedeuse bachelor;20;2;17;0;20;4;5;0;38;5
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);39268;B Integrale Veiligheidskunde;voltijd onderwijs;bachelor;327;97;355;112;357;126;329;132;275;150
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);39268;B Integrale Veiligheidskunde;voltijd onderwijs;propedeuse bachelor;295;82;215;60;166;72;172;98;212;116
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);30023;B Medische Hulpverlening;duaal onderwijs;propedeuse bachelor;0;0;0;0;0;0;0;0;15;2
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);30023;B Medische Hulpverlening;voltijd onderwijs;bachelor;40;106;37;107;32;96;24;77;21;58
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);30023;B Medische Hulpverlening;voltijd onderwijs;propedeuse bachelor;16;31;12;24;15;25;13;24;18;47
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);34090;B Farmakunde;deeltijd onderwijs;bachelor;2;25;1;24;0;30;1;32;5;34
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);34090;B Farmakunde;deeltijd onderwijs;propedeuse bachelor;0;19;1;21;5;15;10;36;8;29
Utrecht;344;UTRECHT;reguliere inst.;bachelor;25DW;Hogeschool Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);34090;B Farmakunde;voltijd onderwijs;bachelor;25;137;35;143;32;150;41;152;34;158
